Order Date,Customer,Product,Qty,Sales Order,Planned Order,Production Order,Confirmed,Status,Delivery,Invoice,Billing Status,Amount
2/20/2004,"Australian Collectors, Co.",Planes,47,SO-2dbf844e,PL-a58a209f,PO-41b91541,TRUE,Shipped,In Transit,INV-35d83ce4,Paid,4700
4/2/2004,"Royal Canadian Collectables, Ltd.",Planes,24,SO-07474578,PL-d887be4b,PO-59f0b5d4,TRUE,Shipped,In Transit,INV-55675b3e,Paid,1824.72
5/11/2004,The Sharp Gifts Warehouse,Planes,27,SO-66efd42c,PL-0615cef4,PO-98b2c185,TRUE,Shipped,In Transit,INV-f1bfaaeb,Paid,2668.68
6/28/2004,Gift Depot Inc.,Planes,33,SO-53beda1f,PL-a1c46fa3,PO-f1196bc4,TRUE,Shipped,In Transit,INV-5258d071,Paid,2843.61
7/23/2004,La Rochelle Gifts,Planes,35,SO-e6214470,PL-780d194b,PO-c2541563,TRUE,Shipped,In Transit,INV-90237858,Paid,3163.65
8/21/2004,"Norway Gifts By Mail, Co.",Planes,31,SO-4a3008c6,PL-5e87e141,PO-e0477ec7,TRUE,Shipped,In Transit,INV-90ae34ea,Paid,2226.11
9/16/2004,"Clover Collections, Co.",Planes,25,SO-37e0a554,PL-c7378fa0,PO-a5c5fcc9,TRUE,Shipped,In Transit,INV-bbd5ca75,Paid,2069.75
10/15/2004,Mini Classics,Planes,27,SO-e4702fb5,PL-2742b266,PO-931e00f3,TRUE,Shipped,In Transit,INV-f2d3e2bf,Paid,2235.33
11/2/2004,Diecast Classics Inc.,Planes,31,SO-3e0349e6,PL-77a02385,PO-b99ac72f,TRUE,Shipped,In Transit,INV-bb23bf08,Paid,3100
11/10/2004,Danish Wholesale Imports,Planes,45,SO-18314ed2,PL-3b5e7494,PO-324268c7,TRUE,Resolved,Delivered,INV-149f8e51,Paid,4500
11/23/2004,"Tokyo Collectables, Ltd",Planes,27,SO-1c18fd7a,PL-1a74aa91,PO-a22b6441,TRUE,Shipped,In Transit,INV-84aeeb70,Paid,2700
12/4/2004,Gift Ideas Corp.,Planes,27,SO-0e02ca58,PL-d8b603aa,PO-d3ed058e,TRUE,Shipped,In Transit,INV-0126b946,Paid,2700
2/2/2005,"Australian Gift Network, Co",Planes,42,SO-aae664a9,PL-8446072e,PO-d716b3ed,TRUE,Shipped,In Transit,INV-d2466d9e,Paid,2909.34
3/1/2005,Euro Shopping Channel,Planes,21,SO-5e9057ee,PL-c9e906a2,PO-de08af01,TRUE,Resolved,Delivered,INV-97395496,Paid,1570.17
3/30/2005,Reims Collectables,Planes,34,SO-d01f76c5,PL-f9fb18b2,PO-4696e301,TRUE,Shipped,In Transit,INV-15664edb,Paid,2613.92
4/3/2005,Tekni Collectables Inc.,Planes,42,SO-d1abba3c,PL-593a06f8,PO-8831065d,FALSE,On Hold,Not in Transit,INV-ff00991a,Unpaid,3193.26
5/10/2005,L'ordine Souveniers,Planes,15,SO-7889c8a3,PL-67a43d18,PO-ea8ce4e8,TRUE,Shipped,In Transit,INV-223640d6,Paid,1482.6
2/24/2003,Land of Toys Inc.,Motorcycles,29,SO-500a3559,PL-a62c2afd,PO-254e6ce6,TRUE,Shipped,In Transit,INV-d529a185,Paid,2055.23
4/29/2003,"Australian Collectors, Co.",Motorcycles,46,SO-28398ed9,PL-aff26416,PO-6637c12c,TRUE,Shipped,In Transit,INV-4c3de9c1,Paid,2674.9
7/1/2003,Lyon Souveniers,Motorcycles,30,SO-b5e1473c,PL-0b84fe4e,PO-5265acbb,TRUE,Shipped,In Transit,INV-d29ad74f,Paid,1853.4
8/25/2003,Toys4GrownUps.com,Motorcycles,30,SO-6abf4d0f,PL-7f2d32df,PO-f6a8539e,TRUE,Shipped,In Transit,INV-7ba7df34,Paid,1490.1
10/10/2003,Corporate Gift Ideas Co.,Motorcycles,42,SO-8e2e2fad,PL-186e5b6c,PO-3ea1df45,TRUE,Shipped,In Transit,INV-0fe767e6,Paid,2162.16
10/28/2003,Technics Stores Inc.,Motorcycles,46,SO-3034ba7d,PL-0a45e7ee,PO-040de00a,TRUE,Shipped,In Transit,INV-de4afd24,Paid,2814.28
11/11/2003,Daedalus Designs Imports,Motorcycles,25,SO-730144fd,PL-11ad2209,PO-077ad1bf,TRUE,Shipped,In Transit,INV-75d355b4,Paid,1605
11/18/2003,Herkku Gifts,Motorcycles,32,SO-a2fad157,PL-29549b12,PO-e919e962,TRUE,Shipped,In Transit,INV-6ab4dea8,Paid,2093.44
12/1/2003,Mini Wheels Co.,Motorcycles,30,SO-3375cc85,PL-01a8453d,PO-8fee84e2,TRUE,Shipped,In Transit,INV-d1829496,Paid,1944.3
1/12/2004,Osaka Souveniers Co.,Motorcycles,40,SO-d5cfea56,PL-4794e0fe,PO-378163fb,TRUE,Shipped,In Transit,INV-c1635ad6,Paid,1986.8
2/20/2004,"Australian Collectors, Co.",Motorcycles,28,SO-51a67cf4,PL-fa9df062,PO-b5f7ed8f,TRUE,Shipped,In Transit,INV-a1acb41e,Paid,1695.96
4/3/2004,Motor Mint Distributors Inc.,Motorcycles,23,SO-e67183dc,PL-6e6ff8af,PO-4586ee31,TRUE,Shipped,In Transit,INV-9c3708bd,Paid,1281.56
5/18/2004,Tekni Collectables Inc.,Motorcycles,29,SO-805bdbf6,PL-4e9b8d8b,PO-ea26a0a9,TRUE,Shipped,In Transit,INV-b3f592ca,Paid,1774.22
6/28/2004,Gift Depot Inc.,Motorcycles,34,SO-d04d2d18,PL-41e2cb36,PO-1353302e,TRUE,Shipped,In Transit,INV-a776e355,Paid,1997.5
7/23/2004,La Rochelle Gifts,Motorcycles,37,SO-80fd1da4,PL-eae01a87,PO-ddc8661a,TRUE,Shipped,In Transit,INV-e6df60ad,Paid,2353.2
8/27/2004,Marta's Replicas Co.,Motorcycles,20,SO-785c9287,PL-2e589ab6,PO-b796d659,TRUE,Shipped,In Transit,INV-8463aaee,Paid,981.2
9/27/2004,Atelier graphique,Motorcycles,32,SO-38e1b2b3,PL-6188cbd0,PO-c5ad5689,TRUE,Shipped,In Transit,INV-a50d476d,Paid,1550.72
10/15/2004,Mini Classics,Motorcycles,34,SO-87e160ca,PL-03dd0302,PO-af5166c1,TRUE,Shipped,In Transit,INV-03c61c03,Paid,1771.06
11/2/2004,Diecast Classics Inc.,Motorcycles,42,SO-93124ffa,PL-545b03c6,PO-140e4075,TRUE,Shipped,In Transit,INV-ec1ae03c,Paid,2213.4
11/15/2004,Land of Toys Inc.,Motorcycles,38,SO-cdf378b8,PL-75b18c39,PO-e1c38ad9,TRUE,Shipped,In Transit,INV-d4c7f283,Paid,3800
11/23/2004,"Tokyo Collectables, Ltd",Motorcycles,30,SO-d9b13e27,PL-e53c8cd0,PO-58a9d216,TRUE,Shipped,In Transit,INV-af61d300,Paid,1864.8
1/5/2005,Technics Stores Inc.,Motorcycles,23,SO-508ccf52,PL-0f57d993,PO-136bcd22,TRUE,Shipped,In Transit,INV-2d3f3ffc,Paid,1142.41
2/2/2005,"Australian Gift Network, Co",Motorcycles,22,SO-3f7a9424,PL-9a201a69,PO-cad0251f,TRUE,Shipped,In Transit,INV-c0caf1e5,Paid,1172.6
3/3/2005,Scandinavian Gift Ideas,Motorcycles,39,SO-aa81698e,PL-6e24c0a7,PO-41d2efda,TRUE,Shipped,In Transit,INV-6e1832bd,Paid,3900
4/7/2005,Auto Canal Petit,Motorcycles,55,SO-8d4c3735,PL-f8d9b073,PO-5e067aac,TRUE,Shipped,In Transit,INV-bfd95e87,Paid,3064.6
5/13/2005,Euro Shopping Channel,Motorcycles,36,SO-618bef22,PL-f99da1fb,PO-a228bdcf,TRUE,Disputed,Not in Transit,INV-a6e5c171,Unpaid,2202.48
1/9/2003,"Blauer See Auto, Co.",Vintage Cars,26,SO-5c6d6d5b,PL-9bee0748,PO-07a9de73,TRUE,Shipped,In Transit,INV-1931f7b2,Paid,2600
3/18/2003,"AV Stores, Co.",Vintage Cars,31,SO-ea3a23c5,PL-e9e67315,PO-bb7f4090,TRUE,Shipped,In Transit,INV-032207d3,Paid,3100
5/21/2003,"Australian Collectors, Co.",Vintage Cars,34,SO-133d8943,PL-10c09073,PO-9914f5e8,TRUE,Shipped,In Transit,INV-e2b320a6,Paid,3400
7/16/2003,Souveniers And Things Co.,Vintage Cars,41,SO-9fda4fe5,PL-ad5727bd,PO-af794926,TRUE,Shipped,In Transit,INV-6ed59a1b,Paid,4100
9/12/2003,Signal Collectibles Ltd.,Vintage Cars,23,SO-ddb61c32,PL-75620a5e,PO-5fceead2,TRUE,Shipped,In Transit,INV-768d8c75,Paid,2300
10/18/2003,Corporate Gift Ideas Co.,Vintage Cars,48,SO-8352c8ba,PL-e75e0cec,PO-00f392e1,TRUE,Shipped,In Transit,INV-6b6ce760,Paid,4800
11/5/2003,Rovelli Gifts,Vintage Cars,22,SO-afc111a7,PL-d6866caa,PO-adf63730,TRUE,Shipped,In Transit,INV-ee50de21,Paid,2200
11/12/2003,Mini Gifts Distributors Ltd.,Vintage Cars,21,SO-c22d260c,PL-82387de9,PO-d4c275c9,TRUE,Shipped,In Transit,INV-80a9a5b6,Paid,2100
11/21/2003,"Australian Collectables, Ltd",Vintage Cars,22,SO-c9ea20e9,PL-b3849cf9,PO-348af064,TRUE,Shipped,In Transit,INV-99b5f617,Paid,2200
12/3/2003,Euro Shopping Channel,Vintage Cars,40,SO-a0e4bc91,PL-793a3f10,PO-53305ee9,TRUE,Shipped,In Transit,INV-b65e1e0f,Paid,4000
1/26/2004,"Corrida Auto Replicas, Ltd",Vintage Cars,50,SO-5bf231d1,PL-e7fe67c2,PO-74172f5b,TRUE,Shipped,In Transit,INV-5b41f0e6,Paid,5000
3/2/2004,"Saveley & Henriot, Co.",Vintage Cars,29,SO-2fdee615,PL-b69d5c90,PO-a19ecd18,TRUE,Shipped,In Transit,INV-ce5a8a25,Paid,2900
4/29/2004,Euro Shopping Channel,Vintage Cars,43,SO-2fc49333,PL-198da6e7,PO-b9c9a020,TRUE,Shipped,In Transit,INV-75a3967e,Paid,4300
6/4/2004,Mini Caravy,Vintage Cars,24,SO-e788e243,PL-ddb14a5a,PO-8264d2c4,TRUE,Shipped,In Transit,INV-151faf16,Paid,2400
8/17/2004,Amica Models & Co.,Vintage Cars,22,SO-220944e6,PL-53f51cd2,PO-443373f6,TRUE,Shipped,In Transit,INV-0299a12d,Paid,2200
9/3/2004,Herkku Gifts,Vintage Cars,43,SO-d5ecbfe6,PL-28f75879,PO-53cf879a,TRUE,Shipped,In Transit,INV-7ca9f191,Paid,4300
10/11/2004,Auto Assoc. & Cie.,Vintage Cars,20,SO-620acd5d,PL-09644ad5,PO-afb9bc91,TRUE,Shipped,In Transit,INV-fff9909b,Paid,2000
10/21/2004,Mini Gifts Distributors Ltd.,Vintage Cars,25,SO-1d41c7e3,PL-5f5dc4aa,PO-63947133,TRUE,Shipped,In Transit,INV-5d2786c1,Paid,2500
11/4/2004,Online Diecast Creations Co.,Vintage Cars,36,SO-7feab5fa,PL-98e8bfb0,PO-bdea9b7b,TRUE,Shipped,In Transit,INV-a1c54416,Paid,3600
11/17/2004,"AV Stores, Co.",Vintage Cars,24,SO-521d5253,PL-69046be5,PO-61e5c3d7,TRUE,Shipped,In Transit,INV-fadd7d86,Paid,1264.08
11/29/2004,"Australian Collectors, Co.",Vintage Cars,21,SO-f6e6c4a3,PL-4eed88e8,PO-3bedc958,TRUE,Shipped,In Transit,INV-db39fd01,Paid,2100
12/9/2004,Lyon Souveniers,Vintage Cars,30,SO-457f142c,PL-a7129e82,PO-a643fdc8,TRUE,Shipped,In Transit,INV-9bb983c0,Paid,3000
1/12/2005,Toys4GrownUps.com,Vintage Cars,32,SO-531742d0,PL-82ed1886,PO-2799e7a4,TRUE,Resolved,Delivered,INV-0374c97b,Paid,3033.28
2/16/2005,Euro Shopping Channel,Vintage Cars,21,SO-01fcee92,PL-4c3acf7c,PO-9910c54b,TRUE,Shipped,In Transit,INV-18cf2cec,Paid,990.78
3/4/2005,Mini Gifts Distributors Ltd.,Vintage Cars,26,SO-95f492ff,PL-86cd55c4,PO-2c9e378e,TRUE,Shipped,In Transit,INV-b9487be4,Paid,2030.86
5/29/2005,Mini Gifts Distributors Ltd.,Vintage Cars,35,SO-a1253fbf,PL-0b776874,PO-92936309,TRUE,In Process,Not in Transit,INV-7b6fbeb3,Unpaid,3500
3/10/2003,Motor Mint Distributors Inc.,Classic Cars,26,SO-2158cb8e,PL-32e0bee1,PO-cabe2d0b,TRUE,Shipped,In Transit,INV-4abccda9,Paid,2600
5/20/2003,Atelier graphique,Classic Cars,46,SO-74ce90df,PL-35689304,PO-0293f64a,TRUE,Shipped,In Transit,INV-070ceff6,Paid,4600
7/10/2003,Reims Collectables,Classic Cars,37,SO-0a550ae8,PL-b3972939,PO-e8f810ab,TRUE,Shipped,In Transit,INV-412e6e8c,Paid,3700
9/11/2003,"Anna's Decorations, Ltd",Classic Cars,27,SO-5d9cbaf9,PL-7e867f72,PO-03f623c8,TRUE,Shipped,In Transit,INV-643c9595,Paid,2700
10/17/2003,Heintze Collectables,Classic Cars,23,SO-9051f52b,PL-94a96cf6,PO-09c3d90a,TRUE,Shipped,In Transit,INV-3c5efe1a,Paid,2300
11/5/2003,Gift Depot Inc.,Classic Cars,39,SO-e35b4d70,PL-af2f6cd8,PO-61560030,TRUE,Shipped,In Transit,INV-45316358,Paid,3900
11/12/2003,Herkku Gifts,Classic Cars,27,SO-42bb1ac2,PL-22aa0740,PO-803dd579,TRUE,Shipped,In Transit,INV-69413dab,Paid,2700
11/20/2003,Online Diecast Creations Co.,Classic Cars,38,SO-5e904880,PL-60f1ed9e,PO-3d1a0c8e,TRUE,Shipped,In Transit,INV-2e296e0b,Paid,3800
12/2/2003,Muscle Machine Inc,Classic Cars,27,SO-eb987261,PL-e165e3fc,PO-3516e25f,TRUE,Shipped,In Transit,INV-23dc0007,Paid,2700
1/16/2004,Euro Shopping Channel,Classic Cars,40,SO-3065a94d,PL-7bd30f5b,PO-ecbc2b35,TRUE,Shipped,In Transit,INV-e9104487,Paid,4000
2/26/2004,Collectable Mini Designs Co.,Classic Cars,24,SO-582d06eb,PL-0ca71845,PO-592604f8,TRUE,Shipped,In Transit,INV-69b48911,Paid,2400
4/13/2004,Mini Caravy,Classic Cars,44,SO-8b8707d5,PL-6c2fa71b,PO-2f076fb7,TRUE,Shipped,In Transit,INV-d7af21e9,Paid,4400
6/1/2004,"UK Collectables, Ltd.",Classic Cars,37,SO-a1773dcb,PL-1d49f990,PO-0e64d046,TRUE,Cancelled,Not in Transit,INV-00ec839b,Unpaid,3700
7/6/2004,L'ordine Souveniers,Classic Cars,20,SO-b906d08a,PL-592c782b,PO-62972db2,TRUE,Shipped,In Transit,INV-e2375be6,Paid,2000
8/6/2004,Signal Gift Stores,Classic Cars,39,SO-d818f1be,PL-6a4228de,PO-ec13b7fc,TRUE,Shipped,In Transit,INV-8c7db5cd,Paid,3900
8/30/2004,"Vida Sport, Ltd",Classic Cars,44,SO-c81ef7ce,PL-85ce3564,PO-2dc62963,TRUE,Shipped,In Transit,INV-275544de,Paid,4400
10/5/2003,"Norway Gifts By Mail, Co.",Classic Cars,22,SO-cea0b0f1,PL-1e3b90fb,PO-5111f883,TRUE,Shipped,In Transit,INV-32e4b0c1,Paid,2200
10/16/2004,Euro Shopping Channel,Classic Cars,43,SO-4785c2c0,PL-bcb939e7,PO-713b7ffa,TRUE,Shipped,In Transit,INV-f352a87a,Paid,4300
11/4/2004,FunGiftIdeas.com,Classic Cars,27,SO-a15d07a8,PL-ee4d260d,PO-005b84ae,TRUE,Shipped,In Transit,INV-03869cf6,Paid,2700
11/17/2004,Motor Mint Distributors Inc.,Classic Cars,26,SO-8e7ca969,PL-9babab8c,PO-0f4d614b,TRUE,Shipped,In Transit,INV-c8df3da1,Paid,1687.4
11/24/2004,Reims Collectables,Classic Cars,25,SO-ced25999,PL-d66b6eae,PO-c3ccaf9d,TRUE,Shipped,In Transit,INV-b296f450,Paid,1308
1/10/2005,Royale Belge,Classic Cars,49,SO-a8017d72,PL-e4fac1a0,PO-c99766c2,TRUE,Shipped,In Transit,INV-bffe9119,Paid,4900
2/10/2005,Euro Shopping Channel,Classic Cars,29,SO-7a61a2d8,PL-905434e8,PO-974ade37,TRUE,Shipped,In Transit,INV-7811c332,Paid,2900
4/22/2005,The Sharp Gifts Warehouse,Classic Cars,41,SO-66939338,PL-d2690562,PO-e0100415,FALSE,On Hold,Not in Transit,INV-dc7de254,Unpaid,4100
5/17/2005,Salzburg Collectables,Classic Cars,55,SO-426899d7,PL-526878ca,PO-db8197e8,TRUE,Shipped,In Transit,INV-1414ab27,Paid,5500
1/29/2003,Baane Mini Imports,Vintage Cars,27,SO-7dec02c1,PL-6eba83bd,PO-43228641,TRUE,Shipped,In Transit,INV-52b921d2,Paid,2242.89
3/24/2003,"Volvo Model Replicas, Co",Vintage Cars,23,SO-73558b73,PL-b9cc8fd6,PO-37e3a698,TRUE,Shipped,In Transit,INV-c285d533,Paid,2300
5/28/2003,"Corrida Auto Replicas, Ltd",Vintage Cars,31,SO-b6910b4d,PL-399306f0,PO-f7a758b6,TRUE,Shipped,In Transit,INV-79b52af6,Paid,2795.27
7/16/2003,Souveniers And Things Co.,Vintage Cars,46,SO-589093bc,PL-91888d76,PO-2026702a,TRUE,Shipped,In Transit,INV-010a29bb,Paid,4600
9/19/2003,"Dragon Souveniers, Ltd.",Vintage Cars,47,SO-eeb38d31,PL-7b02fb29,PO-4a62d0e6,TRUE,Shipped,In Transit,INV-b4719492,Paid,4285.46
10/20/2003,Classic Legends Inc.,Vintage Cars,31,SO-4614d30a,PL-85e0c19e,PO-ffea413a,TRUE,Shipped,In Transit,INV-67599afa,Paid,3100
11/6/2003,"Australian Gift Network, Co",Vintage Cars,46,SO-0550e905,PL-6779fec2,PO-4f2c24b3,TRUE,Shipped,In Transit,INV-bdd35134,Paid,4600
11/13/2003,"Classic Gift Ideas, Inc",Vintage Cars,37,SO-94e7fd5d,PL-493766f7,PO-ef3fdb3d,TRUE,Shipped,In Transit,INV-18ab080e,Paid,3298.55
11/21/2003,"Australian Collectables, Ltd",Vintage Cars,28,SO-c6cd0f72,PL-fc91b148,PO-5be2c14e,TRUE,Shipped,In Transit,INV-0ee9daa1,Paid,2609.88
12/5/2003,Canadian Gift Exchange Network,Vintage Cars,37,SO-85c317e6,PL-0aa0819a,PO-eeddad58,TRUE,Shipped,In Transit,INV-5b2a86bc,Paid,3336.29
1/29/2004,West Coast Collectables Co.,Vintage Cars,49,SO-e3d17fe2,PL-02c61820,PO-38e47da0,TRUE,Shipped,In Transit,INV-8970ce30,Paid,4900
3/10/2004,Cambridge Collectables Co.,Vintage Cars,24,SO-fc67084e,PL-86b1a326,PO-6a1a4f4d,TRUE,Shipped,In Transit,INV-09c36cd2,Paid,2400
4/29/2004,Euro Shopping Channel,Vintage Cars,30,SO-a1968b8c,PL-e77ae3a3,PO-6f147f88,TRUE,Shipped,In Transit,INV-f5d16200,Paid,3000
6/14/2004,The Sharp Gifts Warehouse,Vintage Cars,50,SO-eab159ab,PL-2de663a0,PO-b703869d,TRUE,Shipped,In Transit,INV-8255d75a,Paid,4407
7/19/2004,Souveniers And Things Co.,Vintage Cars,31,SO-03b71e78,PL-7fe8ba9c,PO-d5a9bdf7,TRUE,Shipped,In Transit,INV-9cbc5db1,Paid,2983.44
8/17/2004,Amica Models & Co.,Vintage Cars,46,SO-f4195b40,PL-bfed912b,PO-9da56190,TRUE,Shipped,In Transit,INV-e6673cc2,Paid,4600
9/8/2004,Scandinavian Gift Ideas,Vintage Cars,47,SO-5ccdcd2b,PL-4175e969,PO-87e77013,TRUE,Shipped,In Transit,INV-e589d07f,Paid,4700
10/11/2004,Auto Assoc. & Cie.,Vintage Cars,46,SO-dc42bcf6,PL-2c14a268,PO-646fd595,TRUE,Shipped,In Transit,INV-2d07b41e,Paid,4600
10/21/2004,Mini Gifts Distributors Ltd.,Vintage Cars,37,SO-523f3fa7,PL-14a0a2c9,PO-536d6ce2,TRUE,Shipped,In Transit,INV-a84dd017,Paid,3700
11/4/2004,Online Diecast Creations Co.,Vintage Cars,33,SO-4439c4b4,PL-db012899,PO-32b5d94a,TRUE,Shipped,In Transit,INV-74369bbb,Paid,3300
11/18/2004,Mini Wheels Co.,Vintage Cars,31,SO-98914c71,PL-c8edb9e8,PO-8001db34,TRUE,Shipped,In Transit,INV-9cf93163,Paid,2795.27
11/29/2004,"Australian Collectors, Co.",Vintage Cars,48,SO-81764f40,PL-6292dead,PO-dc825c33,TRUE,Shipped,In Transit,INV-99ed13d1,Paid,4800
12/10/2004,Mini Gifts Distributors Ltd.,Vintage Cars,41,SO-3865662e,PL-bb8d8b11,PO-9cce77d7,TRUE,Shipped,In Transit,INV-2287a249,Paid,3572.33
1/20/2005,Collectables For Less Inc.,Vintage Cars,42,SO-678cb80b,PL-7dea1bbd,PO-afe8bcb7,TRUE,Shipped,In Transit,INV-9e5b3781,Paid,4200
2/17/2005,Corporate Gift Ideas Co.,Vintage Cars,41,SO-bc2bd54a,PL-ec82370b,PO-93ee0cd8,TRUE,Shipped,In Transit,INV-03dbed6e,Paid,4100
3/9/2005,"Anna's Decorations, Ltd",Vintage Cars,32,SO-7934aa7e,PL-9a733669,PO-11cb4312,TRUE,Shipped,In Transit,INV-793f0024,Paid,1448
5/30/2005,Petit Auto,Vintage Cars,10,SO-a0239d2f,PL-b55b494b,PO-f2a71457,TRUE,In Process,Not in Transit,INV-36add447,Unpaid,881.4
1/29/2003,Baane Mini Imports,Vintage Cars,35,SO-1c07fe40,PL-d15ca0b7,PO-e8d3a9bc,TRUE,Shipped,In Transit,INV-8daaf182,Paid,2011.1
3/25/2003,Mini Wheels Co.,Vintage Cars,28,SO-1b74bfa2,PL-a9c8e09f,PO-f61a39a4,TRUE,Shipped,In Transit,INV-9ac6658c,Paid,1801.24
5/28/2003,"Corrida Auto Replicas, Ltd",Vintage Cars,46,SO-aa478b86,PL-0b34bc0e,PO-888f8797,TRUE,Shipped,In Transit,INV-821fbbe0,Paid,3390.2
7/16/2003,Souveniers And Things Co.,Vintage Cars,20,SO-80764c05,PL-a483c596,PO-9dee76d0,TRUE,Shipped,In Transit,INV-48f11fa0,Paid,1424
9/19/2003,"Dragon Souveniers, Ltd.",Vintage Cars,30,SO-8dba28a3,PL-463adb75,PO-fc45f83e,TRUE,Shipped,In Transit,INV-c4fe0e07,Paid,1499.1
10/20/2003,Classic Legends Inc.,Vintage Cars,48,SO-844dbbc3,PL-e470b011,PO-3a620232,TRUE,Shipped,In Transit,INV-5ddbb21f,Paid,3358.08
11/5/2003,Rovelli Gifts,Vintage Cars,28,SO-a41e9f9d,PL-1d288a76,PO-be6da024,TRUE,Shipped,In Transit,INV-8745be9b,Paid,1504.16
11/13/2003,"Classic Gift Ideas, Inc",Vintage Cars,39,SO-13ba2ca4,PL-3e573c46,PO-1bb480a1,TRUE,Shipped,In Transit,INV-8b0a76ed,Paid,2655.12
11/21/2003,"Australian Collectables, Ltd",Vintage Cars,24,SO-b0c45e5e,PL-654c7a02,PO-5418c96a,TRUE,Shipped,In Transit,INV-5c65c9b0,Paid,1244.16
12/5/2003,Canadian Gift Exchange Network,Vintage Cars,28,SO-99d78d52,PL-d386780c,PO-549d8a75,TRUE,Shipped,In Transit,INV-e40ce1f5,Paid,1888.88
1/29/2004,West Coast Collectables Co.,Vintage Cars,31,SO-10aa5703,PL-b2146f23,PO-6565ebc9,TRUE,Shipped,In Transit,INV-543c9d1a,Paid,1820.01
3/10/2004,Cambridge Collectables Co.,Vintage Cars,45,SO-b6f441a8,PL-ccaa2bec,PO-68dd143f,TRUE,Shipped,In Transit,INV-8cb8b8b8,Paid,2866.95
4/29/2004,Euro Shopping Channel,Vintage Cars,24,SO-27e12130,PL-deb60535,PO-b700ec6e,TRUE,Shipped,In Transit,INV-c7b81fc7,Paid,1394.16
6/14/2004,The Sharp Gifts Warehouse,Vintage Cars,49,SO-567936bb,PL-bd7ccdeb,PO-798fa4c4,TRUE,Shipped,In Transit,INV-b7de1ee5,Paid,2632.28
7/16/2004,Salzburg Collectables,Vintage Cars,32,SO-7b6f7b01,PL-fff8de72,PO-b924bd59,TRUE,Shipped,In Transit,INV-506e7b0d,Paid,2018.56
8/17/2004,Amica Models & Co.,Vintage Cars,43,SO-1a88f627,PL-1bc26876,PO-d2aa7188,TRUE,Shipped,In Transit,INV-8d3cdcaa,Paid,2954.53
9/8/2004,Scandinavian Gift Ideas,Vintage Cars,37,SO-1efcc0ff,PL-eec53354,PO-7b80914c,TRUE,Shipped,In Transit,INV-c017b7ab,Paid,1871.83
10/11/2004,Auto Assoc. & Cie.,Vintage Cars,24,SO-3f68ed03,PL-396b1fec,PO-7bc23580,TRUE,Shipped,In Transit,INV-c9e7900e,Paid,1559.04
10/21/2004,Mini Gifts Distributors Ltd.,Vintage Cars,35,SO-80ea2edc,PL-9a89d994,PO-cfba46b1,TRUE,Shipped,In Transit,INV-7a76e1fe,Paid,1880.2
11/4/2004,Online Diecast Creations Co.,Vintage Cars,41,SO-2d57c58a,PL-5a2ee52a,PO-c780be7e,TRUE,Shipped,In Transit,INV-bd4a0105,Paid,1224.67
11/17/2004,"AV Stores, Co.",Vintage Cars,26,SO-8d2ec510,PL-61beeb2b,PO-5c048683,TRUE,Shipped,In Transit,INV-7c98f661,Paid,2600
11/29/2004,"Australian Collectors, Co.",Vintage Cars,34,SO-5f7cc849,PL-ee3bd117,PO-3b690ff8,TRUE,Shipped,In Transit,INV-2c2a2a0b,Paid,2208.64
12/10/2004,Mini Gifts Distributors Ltd.,Vintage Cars,49,SO-188bfc38,PL-10947e9c,PO-ed82b4c8,TRUE,Shipped,In Transit,INV-f106cf6f,Paid,3458.42
1/20/2005,Collectables For Less Inc.,Vintage Cars,28,SO-1237d7f2,PL-5d5e4151,PO-63fb6d3a,TRUE,Shipped,In Transit,INV-0bf42c15,Paid,1237.88
2/17/2005,Corporate Gift Ideas Co.,Vintage Cars,40,SO-1b894dbe,PL-dcf7e1b9,PO-7f5508ae,TRUE,Shipped,In Transit,INV-e6bb7f16,Paid,2723.2
3/10/2005,Mini Auto Werke,Vintage Cars,37,SO-5c47a838,PL-bd6362ad,PO-4a4543ad,TRUE,Shipped,In Transit,INV-76004da1,Paid,2218.52
5/30/2005,Petit Auto,Vintage Cars,31,SO-0a5b8fa5,PL-ee7d5776,PO-5d1d7e70,TRUE,In Process,Not in Transit,INV-529e7b97,Unpaid,1665.32
2/17/2003,Rovelli Gifts,Ships,41,SO-f2ab061c,PL-2ec184ba,PO-d62b6cc7,TRUE,Shipped,In Transit,INV-601bca0a,Paid,3421.04
4/28/2003,Salzburg Collectables,Ships,21,SO-e7390c6b,PL-d0f3f8bb,PO-11cb49d8,TRUE,Shipped,In Transit,INV-d298f301,Paid,1878.66
6/16/2003,Auto-Moto Classics Inc.,Ships,40,SO-734e57ce,PL-45df9fe5,PO-1ae670cc,TRUE,Shipped,In Transit,INV-70367691,Paid,3853.6
8/10/2003,Mini Creations Ltd.,Ships,46,SO-b836bccc,PL-6dc9f27e,PO-f88daa0e,TRUE,Shipped,In Transit,INV-77a9ea26,Paid,3442.64
10/6/2003,"Toys of Finland, Co.",Ships,44,SO-c2dce4cd,PL-fa7cfe01,PO-1143a204,TRUE,Shipped,In Transit,INV-506e4a7b,Paid,3482.16
10/23/2003,Scandinavian Gift Ideas,Ships,46,SO-578265f0,PL-682c70e1,PO-662ad23f,TRUE,Cancelled,Not in Transit,INV-060887c3,Unpaid,3363.52
11/8/2003,Alpha Cognac,Ships,41,SO-6faafeff,PL-9f1b8a55,PO-2f6d8591,TRUE,Shipped,In Transit,INV-f4e05db6,Paid,3350.52
